GEOID,tract,locality,state,pop_est,med_earn_16,med_earn_25,med_earn_nohs,med_earn_hs,med_earn_col,med_earn_bd,med_earn_gd,poverty_est,cpov_est,unemployment_rate,geometry,tract_name
51003010501,Census Tract 105.01,Albemarle County,Virginia,3014,64310,66250,NA,37310,34583,84093,71711,2.5,0,4.5,"list(list(c(-78.454092, -78.454732, -78.453741, -78.449215, -78.447718, -78.446686, -78.4463, -78.447563, -78.447652, -78.449214, -78.451571, -78.451366, -78.447738, -78.443317, -78.44276, -78.439508, -78.438504, -78.433043, -78.431676, -78.428946, -78.42705, -78.424556, -78.417874, -78.415722, -78.412145, -78.408707, -78.406499, -78.404186, -78.402033, -78.399931, -78.397646, -78.395288, -78.394789, -78.392919, -78.389912, -78.387553, -78.385526, -78.382903, -78.380078, -78.375821, -78.380014, -78.38363, 
-78.38935, -78.393613, -78.396109, -78.397643, -78.403055, -78.405496, -78.409067, -78.410532, -78.413387, -78.416286, -78.419142, -78.419629, -78.420656, -78.420858, -78.421588, -78.421248, -78.422217, -78.422165, -78.42252, -78.422903, -78.423155, -78.42377, -78.424744, -78.427806, -78.430352, -78.430602, -78.431722, -78.432135, -78.434771, -78.434075, -78.431066, -78.430491, -78.437083, -78.4392, -78.444114, -78.447452, -78.452402, -78.455013, -78.454092, 38.039243, 38.045278, 38.045762, 38.045306, 
38.045713, 38.047904, 38.049421, 38.053525, 38.056589, 38.058929, 38.060819, 38.06206, 38.065455, 38.067283, 38.07018, 38.072304, 38.072961, 38.071883, 38.071319, 38.072631, 38.074053, 38.07336, 38.073661, 38.072491, 38.072057, 38.071573, 38.069799, 38.069265, 38.066493, 38.065427, 38.064926, 38.063398, 38.061139, 38.061783, 38.061161, 38.059046, 38.058244, 38.055113, 38.053964, 38.05107, 38.050489, 38.048683, 38.046424, 38.045189, 38.045006, 38.043108, 38.041447, 38.041455, 38.042157, 38.041623, 
38.040098, 38.040134, 38.036993, 38.034612, 38.033657, 38.030923, 38.028095, 38.026997, 38.024186, 38.02362, 38.022296, 38.0216, 38.021215, 38.018206, 38.016272, 38.017165, 38.020275, 38.020617, 38.021842, 38.02216, 38.023837, 38.026029, 38.027177, 38.028127, 38.033217, 38.034716, 38.038677, 38.039435, 38.036645, 38.037399, 38.039243)))",Darden - Key West
51003010502,Census Tract 105.02,Albemarle County,Virginia,2741,50985,52109,NA,49839,45390,71424,68359,2.1,0.7,0.1,"list(list(c(-78.45991, -78.458673, -78.458535, -78.457239, -78.455013, -78.452402, -78.447452, -78.444114, -78.4392, -78.437083, -78.430491, -78.431066, -78.434075, -78.434771, -78.432135, -78.431722, -78.430602, -78.430352, -78.427806, -78.424744, -78.429239, -78.429757, -78.439139, -78.443364, -78.4478, -78.448053, -78.448402, -78.450971, -78.454296, -78.454668, -78.452213, -78.454123, -78.456268, -78.458684, -78.460959, -78.45991, 38.03318, 38.034443, 38.034559, 38.035206, 38.037399, 38.036645, 
38.039435, 38.038677, 38.034716, 38.033217, 38.028127, 38.027177, 38.026029, 38.023837, 38.02216, 38.021842, 38.020617, 38.020275, 38.017165, 38.016272, 38.014891, 38.013632, 38.013526, 38.014829, 38.016312, 38.016929, 38.017349, 38.018073, 38.020574, 38.021604, 38.027733, 38.029577, 38.029505, 38.027561, 38.028519, 38.03318)))",Pantops
51003010602,Census Tract 106.02,Albemarle County,Virginia,4711,64800,71250,NA,78750,47554,61366,101964,7.4,11.5,3.4,"list(list(c(-78.471408, -78.472213, -78.468975, -78.467479, -78.464405, -78.464578, -78.463752, -78.461216, -78.455725, -78.453091, -78.444728, -78.442982, -78.441836, -78.444962, -78.446798, -78.44683, -78.446303, -78.43976, -78.439508, -78.44276, -78.443317, -78.447738, -78.451366, -78.451571, -78.449214, -78.454807, -78.45688, -78.458939, -78.457296, -78.462943, -78.46403, -78.46613, -78.470018, -78.47072, -78.472258, -78.471408, 38.050991, 38.052543, 38.056432, 38.059071, 38.064699, 38.068283, 
38.071514, 38.074098, 38.077808, 38.080225, 38.085765, 38.088247, 38.086638, 38.083968, 38.08024, 38.078357, 38.077627, 38.073884, 38.072304, 38.07018, 38.067283, 38.065455, 38.06206, 38.060819, 38.058929, 38.055108, 38.055613, 38.051005, 38.049412, 38.049521, 38.049554, 38.0457, 38.046759, 38.04873, 38.04878, 38.050991)))",Dunlora - Stone Henge
51003010603,Census Tract 106.03,Albemarle County,Virginia,2480,55132,60750,NA,50417,NA,125666,64286,7.9,5.9,4.5,"list(list(c(-78.484295, -78.480778, -78.479448, -78.473788, -78.471658, -78.468429, -78.468097, -78.468005, -78.468318, -78.466889, -78.472602, -78.471754, -78.474871, -78.474522, -78.477378, -78.479154, -78.480332, -78.482462, -78.485202, -78.484295, 38.070023, 38.073943, 38.075433, 38.081788, 38.078255, 38.075874, 38.074677, 38.074057, 38.07032, 38.06783, 38.067476, 38.070509, 38.068728, 38.067588, 38.06493, 38.06568, 38.065819, 38.067578, 38.068974, 38.070023)))",Branchland
51003010604,Census Tract 106.04,Albemarle County,Virginia,4090,54955,59386,NA,58173,54935,46518,88207,4.8,0,6.9,"list(list(c(-78.472264, -78.47079, -78.47026, -78.466369, -78.461235, -78.453935, -78.452062, -78.449122, -78.447302, -78.445378, -78.444827, -78.443507, -78.443616, -78.442982, -78.444728, -78.453091, -78.455725, -78.461216, -78.463752, -78.464578, -78.464405, -78.465033, -78.466889, -78.468318, -78.468005, -78.468097, -78.468429, -78.471658, -78.473788, -78.472264, 38.084319, 38.086895, 38.087825, 38.094558, 38.101011, 38.097466, 38.097267, 38.099165, 38.098938, 38.097207, 38.094441, 38.092725, 
38.088873, 38.088247, 38.085765, 38.080225, 38.077808, 38.074098, 38.071514, 38.068283, 38.064699, 38.065237, 38.06783, 38.07032, 38.074057, 38.074677, 38.075874, 38.078255, 38.081788, 38.084319)))",Woodbrook - Carrsbrook
51003010701,Census Tract 107.01,Albemarle County,Virginia,2825,40170,44123,NA,34306,36444,55266,107723,11,30.5,0,"list(list(c(-78.499179, -78.498103, -78.496888, -78.495108, -78.49108, -78.488485, -78.484295, -78.485202, -78.491579, -78.492636, -78.495034, -78.496263, -78.49643, -78.49862, -78.499087, -78.499179, 38.073558, 38.075427, 38.07527, 38.074545, 38.074113, 38.072566, 38.070023, 38.068974, 38.061895, 38.063635, 38.065337, 38.066424, 38.066718, 38.069852, 38.071202, 38.073558)))",Hydraulic
51003010702,Census Tract 107.02,Albemarle County,Virginia,3017,47458,49464,NA,53082,NA,46962,64884,8.2,0,9.2,"list(list(c(-78.498103, -78.495348, -78.494335, -78.491099, -78.49059, -78.487038, -78.483211, -78.481267, -78.479953, -78.477386, -78.474428, -78.473788, -78.479448, -78.480778, -78.484295, -78.488485, -78.49108, -78.495108, -78.496888, -78.498103, 38.075427, 38.079061, 38.079955, 38.082443, 38.082762, 38.084688, 38.086625, 38.086988, 38.086746, 38.085049, 38.082754, 38.081788, 38.075433, 38.073943, 38.070023, 38.072566, 38.074113, 38.074545, 38.07527, 38.075427)))",Commonwealth - Townwood - Berkmar
51003010801,Census Tract 108.01,Albemarle County,Virginia,3470,37213,42470,NA,32944,36531,70648,68769,6.6,11.2,0.3,"list(list(c(-78.526985, -78.524312, -78.522853, -78.522482, -78.519953, -78.518917, -78.514716, -78.511933, -78.508266, -78.504512, -78.504264, -78.504125, -78.50362, -78.499087, -78.49862, -78.49643, -78.496263, -78.495034, -78.502402, -78.500569, -78.503748, -78.507616, -78.507535, -78.518166, -78.520154, -78.52256, -78.524633, -78.526401, -78.527589, -78.526985, 38.054048, 38.056502, 38.05602, 38.05823, 38.06287, 38.062139, 38.063877, 38.061918, 38.06143, 38.064924, 38.065347, 38.066092, 38.067231, 
38.071202, 38.069852, 38.066718, 38.066424, 38.065337, 38.060463, 38.05804, 38.057069, 38.056269, 38.056417, 38.054929, 38.054182, 38.052388, 38.048506, 38.050115, 38.051634, 38.054048)))",Barracks - Hessian Hills
51003010802,Census Tract 108.02,Albemarle County,Virginia,2518,44527,48816,16222,29349,51908,NA,107662,16.2,27.8,0.9,"list(list(c(-78.532357, -78.533328, -78.53298, -78.533331, -78.531863, -78.531067, -78.531905, -78.531575, -78.529581, -78.529005, -78.527344, -78.529254, -78.529468, -78.52901, -78.525176, -78.520757, -78.522209, -78.520951, -78.520832, -78.519393, -78.518108, -78.517017, -78.517079, -78.514287, -78.512259, -78.511165, -78.511261, -78.508223, -78.507478, -78.504614, -78.504703, -78.501263, -78.499549, -78.495801, -78.496879, -78.496449, -78.495054, -78.495073, -78.49295, -78.491796, -78.489639, 
-78.488187, -78.488439, -78.487732, -78.484581, -78.482343, -78.479692, -78.47512, -78.472692, -78.47105, -78.469091, -78.46574, -78.461235, -78.466369, -78.47026, -78.47079, -78.472264, -78.473788, -78.474428, -78.477386, -78.479953, -78.481267, -78.483211, -78.487038, -78.49059, -78.491099, -78.494335, -78.495348, -78.498103, -78.499179, -78.499087, -78.50362, -78.504125, -78.504264, -78.504512, -78.508266, -78.511933, -78.514716, -78.518917, -78.519953, -78.522482, -78.522853, -78.524312, -78.526985, 
-78.527589, -78.530621, -78.530587, -78.533691, -78.532357, 38.061806, 38.062881, 38.066701, 38.068415, 38.069174, 38.07042, 38.073369, 38.074706, 38.075125, 38.074422, 38.076063, 38.076986, 38.078523, 38.079006, 38.077946, 38.078158, 38.079273, 38.08014, 38.081425, 38.082995, 38.081962, 38.082137, 38.083999, 38.081955, 38.082168, 38.085775, 38.088125, 38.090084, 38.09166, 38.094393, 38.095886, 38.098324, 38.097229, 38.096019, 38.098248, 38.099481, 38.099636, 38.098569, 38.0976, 38.096159, 38.095866, 
38.093928, 38.092981, 38.091219, 38.09129, 38.093279, 38.093765, 38.096964, 38.099874, 38.103844, 38.104757, 38.103494, 38.101011, 38.094558, 38.087825, 38.086895, 38.084319, 38.081788, 38.082754, 38.085049, 38.086746, 38.086988, 38.086625, 38.084688, 38.082762, 38.082443, 38.079955, 38.079061, 38.075427, 38.073558, 38.071202, 38.067231, 38.066092, 38.065347, 38.064924, 38.06143, 38.061918, 38.063877, 38.062139, 38.06287, 38.05823, 38.05602, 38.056502, 38.054048, 38.051634, 38.054634, 38.056226, 
38.05945, 38.061806)))",Albemarle High School
51003010901,Census Tract 109.01,Albemarle County,Virginia,1941,22860,33170,NA,NA,NA,39602,28875,28.2,0,5.5,"list(list(c(-78.524633, -78.52256, -78.520154, -78.518166, -78.507535, -78.507616, -78.50997, -78.504839, -78.506783, -78.511389, -78.511909, -78.514634, -78.513997, -78.515701, -78.521568, -78.523547, -78.524725, -78.524633, 38.048506, 38.052388, 38.054182, 38.054929, 38.056417, 38.056269, 38.051941, 38.047275, 38.044961, 38.043795, 38.044049, 38.044838, 38.044161, 38.044907, 38.046483, 38.047396, 38.048299, 38.048506)))",Old Ivy - Darden School (UVA)
51003010904,Census Tract 109.04,Albemarle County,Virginia,7707,4046,32120,27566,34879,NA,27589,NA,26.7,26.5,8,"list(list(c(-78.528742, -78.527246, -78.526778, -78.526292, -78.524725, -78.523547, -78.521568, -78.515701, -78.513997, -78.516072, -78.517028, -78.516892, -78.515527, -78.514545, -78.51378, -78.508096, -78.506256, -78.505383, -78.504591, -78.501248, -78.503456, -78.501517, -78.499627, -78.497791, -78.498922, -78.501997, -78.503645, -78.508415, -78.509613, -78.51101, -78.513109, -78.514463, -78.516501, -78.520179, -78.520048, -78.523035, -78.52785, -78.52851, -78.528742, 38.026785, 38.033948, 38.041484, 
38.044495, 38.048299, 38.047396, 38.046483, 38.044907, 38.044161, 38.043486, 38.040886, 38.039879, 38.036644, 38.036765, 38.037063, 38.035831, 38.039625, 38.041104, 38.042791, 38.040409, 38.036746, 38.036037, 38.034038, 38.033255, 38.032907, 38.032116, 38.032057, 38.032017, 38.032161, 38.030835, 38.029506, 38.028701, 38.028634, 38.029781, 38.026045, 38.026329, 38.026784, 38.026794, 38.026785)))",Carr's Hill - McCormick Road (UVA)
51003011000,Census Tract 110,Albemarle County,Virginia,6671,78833,85665,39205,NA,45129,79100,104637,2.8,1.7,5.2,"list(list(c(-78.670757, -78.66692, -78.663742, -78.66486, -78.663365, -78.659805, -78.659587, -78.66225, -78.661425, -78.661307, -78.657931, -78.65803, -78.656387, -78.653385, -78.651925, -78.651661, -78.649343, -78.647991, -78.647875, -78.646442, -78.644354, -78.642967, -78.639489, -78.640133, -78.637118, -78.638794, -78.638214, -78.636489, -78.636254, -78.637004, -78.633241, -78.630546, -78.630301, -78.632028, -78.628669, -78.626171, -78.625767, -78.621215, -78.618818, -78.616754, -78.616962, -78.613109, 
-78.611773, -78.609435, -78.608899, -78.602442, -78.600362, -78.598579, -78.594231, -78.593552, -78.592133, -78.593192, -78.589936, -78.585088, -78.581459, -78.57926, -78.575145, -78.560088, -78.557133, -78.547645, -78.545513, -78.542919, -78.543079, -78.54255, -78.543722, -78.543654, -78.542491, -78.540007, -78.537567, -78.535837, -78.531575, -78.531905, -78.531067, -78.531863, -78.533331, -78.53298, -78.533328, -78.532357, -78.533691, -78.530587, -78.530621, -78.527589, -78.526401, -78.524633, 
-78.524725, -78.526292, -78.526778, -78.527246, -78.528742, -78.529886, -78.536821, -78.542612, -78.547547, -78.562258, -78.56771, -78.571068, -78.575347, -78.579611, -78.582758, -78.599006, -78.604946, -78.609773, -78.613805, -78.624276, -78.62648, -78.62978, -78.631481, -78.636637, -78.654703, -78.658324, -78.661818, -78.67148, -78.670757, 38.032454, 38.034228, 38.036967, 38.03876, 38.040324, 38.04152, 38.045191, 38.047568, 38.049264, 38.051534, 38.052938, 38.055274, 38.056672, 38.055916, 38.056542, 
38.057847, 38.059329, 38.061554, 38.061987, 38.06345, 38.063768, 38.065856, 38.06808, 38.068716, 38.070172, 38.072372, 38.073232, 38.073203, 38.074584, 38.076543, 38.0776, 38.076924, 38.07874, 38.08033, 38.081264, 38.080942, 38.083026, 38.085909, 38.088106, 38.089298, 38.090779, 38.090444, 38.091922, 38.092494, 38.09474, 38.098641, 38.098524, 38.096381, 38.095176, 38.097038, 38.097488, 38.102603, 38.102628, 38.104297, 38.10452, 38.103953, 38.101455, 38.104184, 38.103541, 38.100851, 38.099309, 38.094963, 
38.092253, 38.091019, 38.085456, 38.083135, 38.082098, 38.080991, 38.079121, 38.078333, 38.074706, 38.073369, 38.07042, 38.069174, 38.068415, 38.066701, 38.062881, 38.061806, 38.05945, 38.056226, 38.054634, 38.051634, 38.050115, 38.048506, 38.048299, 38.044495, 38.041484, 38.033948, 38.026785, 38.025053, 38.02082, 38.022361, 38.022495, 38.021879, 38.021646, 38.021724, 38.022328, 38.023542, 38.024903, 38.032815, 38.034924, 38.035742, 38.03588, 38.034782, 38.034925, 38.034518, 38.033915, 38.033191, 
38.030926, 38.030593, 38.030644, 38.03132, 38.032454)))",Ivy
51003011101,Census Tract 111.01,Albemarle County,Virginia,2399,57772,58084,NA,55897,30458,57603,71528,3.6,0,0,"list(list(c(-78.72574, -78.725315, -78.721861, -78.719632, -78.718619, -78.717203, -78.711123, -78.708031, -78.704272, -78.703417, -78.700651, -78.698838, -78.695231, -78.693054, -78.69267, -78.692145, -78.690761, -78.682897, -78.682057, -78.674561, -78.672824, -78.671602, -78.667694, -78.66609, -78.663416, -78.658559, -78.657048, -78.654633, -78.654145, -78.651738, -78.650315, -78.649268, -78.651123, -78.651649, -78.650402, -78.651134, -78.649094, -78.647693, -78.647875, -78.647991, -78.648659, 
-78.652598, -78.657286, -78.661461, -78.662663, -78.664866, -78.665576, -78.67037, -78.673776, -78.676738, -78.679156, -78.692512, -78.692628, -78.691242, -78.690569, -78.693159, -78.699894, -78.699579, -78.702279, -78.705162, -78.70612, -78.708533, -78.710173, -78.714339, -78.714361, -78.717624, -78.718828, -78.721602, -78.723666, -78.724091, -78.725456, -78.72574, 38.090051, 38.091796, 38.092733, 38.09442, 38.093211, 38.092788, 38.095398, 38.094854, 38.094893, 38.095541, 38.095388, 38.09625, 38.096437, 
38.095234, 38.095427, 38.095681, 38.094939, 38.095173, 38.094855, 38.087027, 38.088251, 38.08827, 38.089796, 38.089203, 38.089672, 38.089544, 38.084281, 38.081876, 38.080521, 38.078342, 38.077882, 38.076684, 38.07425, 38.068846, 38.067225, 38.064756, 38.06462, 38.063331, 38.061987, 38.061554, 38.061663, 38.06195, 38.061339, 38.062036, 38.062232, 38.06264, 38.062854, 38.064943, 38.067295, 38.068486, 38.068863, 38.068791, 38.066718, 38.065911, 38.063956, 38.06315, 38.064656, 38.066779, 38.067391, 38.068501, 
38.068527, 38.072812, 38.07352, 38.077266, 38.077529, 38.079899, 38.081617, 38.083564, 38.084515, 38.086533, 38.088276, 38.090051)))",Crozet - Beaver Creek
51003011102,Census Tract 111.02,Albemarle County,Virginia,3145,56371,92787,NA,20644,NA,93837,132414,11.1,8.1,2.8,"list(list(c(-78.702279, -78.699579, -78.699894, -78.693159, -78.690569, -78.691242, -78.692628, -78.692512, -78.679156, -78.676738, -78.673776, -78.67037, -78.665576, -78.664866, -78.662663, -78.661461, -78.657286, -78.652598, -78.648659, -78.650021, -78.654793, -78.668572, -78.670325, -78.679414, -78.698944, -78.698519, -78.699122, -78.700636, -78.70049, -78.700694, -78.702915, -78.702279, 38.067391, 38.066779, 38.064656, 38.06315, 38.063956, 38.065911, 38.066718, 38.068791, 38.068863, 38.068486, 
38.067295, 38.064943, 38.062854, 38.06264, 38.062232, 38.062036, 38.061339, 38.06195, 38.061663, 38.060577, 38.059219, 38.052377, 38.051806, 38.05152, 38.051176, 38.054987, 38.057233, 38.05926, 38.060186, 38.062074, 38.066145, 38.067391)))",Western Ridge - Westhall
51003011103,Census Tract 111.03,Albemarle County,Virginia,4159,65448,78864,NA,NA,60205,78162,100329,6,7.7,4,"list(list(c(-78.747986, -78.746553, -78.747954, -78.742897, -78.739705, -78.735538, -78.732728, -78.731133, -78.72434, -78.71862, -78.716718, -78.714339, -78.710173, -78.708533, -78.70612, -78.705162, -78.702279, -78.702915, -78.700694, -78.70049, -78.700636, -78.699122, -78.698519, -78.698944, -78.679414, -78.670325, -78.668572, -78.654793, -78.650021, -78.648659, -78.647991, -78.649343, -78.651661, -78.651925, -78.653385, -78.656387, -78.65803, -78.657931, -78.661307, -78.661425, -78.66225, -78.659587, 
-78.659805, -78.663365, -78.66486, -78.663742, -78.66692, -78.670757, -78.67148, -78.681133, -78.683454, -78.693878, -78.710652, -78.714464, -78.719293, -78.726562, -78.732293, -78.741528, -78.749874, -78.747986, 38.064519, 38.06971, 38.07211, 38.074685, 38.074326, 38.072133, 38.072056, 38.072494, 38.075331, 38.077107, 38.07735, 38.077266, 38.07352, 38.072812, 38.068527, 38.068501, 38.067391, 38.066145, 38.062074, 38.060186, 38.05926, 38.057233, 38.054987, 38.051176, 38.05152, 38.051806, 38.052377, 
38.059219, 38.060577, 38.061663, 38.061554, 38.059329, 38.057847, 38.056542, 38.055916, 38.056672, 38.055274, 38.052938, 38.051534, 38.049264, 38.047568, 38.045191, 38.04152, 38.040324, 38.03876, 38.036967, 38.034228, 38.032454, 38.03132, 38.032008, 38.032344, 38.035237, 38.039425, 38.040378, 38.041905, 38.045187, 38.04697, 38.053529, 38.062306, 38.064519)))",Old Trail
51003011201,Census Tract 112.01,Albemarle County,Virginia,4142,48071,58625,NA,38260,40395,68625,78958,5.5,6.9,1.3,"list(list(c(-78.837013, -78.829927, -78.826512, -78.825203, -78.822221, -78.821691, -78.81862, -78.817289, -78.811857, -78.810497, -78.806482, -78.805067, -78.801617, -78.798372, -78.792788, -78.792228, -78.79313, -78.792841, -78.793927, -78.791606, -78.78884, -78.78807, -78.78603, -78.781078, -78.780813, -78.77891, -78.779247, -78.77738, -78.777203, -78.777887, -78.779569, -78.781173, -78.781152, -78.780301, -78.775844, -78.772626, -78.770718, -78.763283, -78.760039, -78.753676, -78.751276, -78.749376, 
-78.744899, -78.743727, -78.737435, -78.718244, -78.714634, -78.712314, -78.704636, -78.703322, -78.69617, -78.69528, -78.695795, -78.694439, -78.694592, -78.692134, -78.69267, -78.693054, -78.695231, -78.698838, -78.700651, -78.703417, -78.704272, -78.708031, -78.711123, -78.717203, -78.718619, -78.719632, -78.721861, -78.725315, -78.72574, -78.725456, -78.724091, -78.723666, -78.721602, -78.718828, -78.717624, -78.714361, -78.714339, -78.716718, -78.71862, -78.72434, -78.731133, -78.732728, -78.735538, 
-78.739705, -78.742897, -78.747954, -78.746553, -78.747986, -78.749874, -78.741528, -78.732293, -78.726562, -78.719293, -78.714464, -78.710652, -78.693878, -78.683454, -78.681133, -78.67148, -78.661818, -78.658324, -78.654703, -78.636637, -78.636351, -78.631526, -78.629634, -78.629321, -78.625892, -78.625862, -78.627407, -78.627013, -78.627014, -78.631964, -78.636418, -78.637905, -78.639218, -78.640488, -78.639677, -78.637133, -78.63595, -78.635193, -78.639585, -78.641993, -78.64523, -78.650899, 
-78.655823, -78.659245, -78.66197, -78.6642, -78.666254, -78.668717, -78.673775, -78.676638, -78.678069, -78.679675, -78.681842, -78.684627, -78.686808, -78.689535, -78.691118, -78.692213, -78.694783, -78.700478, -78.70365, -78.705354, -78.706169, -78.70896, -78.711682, -78.716032, -78.716828, -78.718938, -78.721663, -78.730786, -78.733319, -78.738935, -78.742347, -78.743262, -78.745276, -78.746149, -78.747101, -78.749888, -78.750183, -78.752514, -78.75291, -78.756205, -78.760379, -78.8014, -78.807041, 
-78.820125, -78.822274, -78.834176, -78.838874, -78.837013, 38.048258, 38.054025, 38.054427, 38.05604, 38.057962, 38.059231, 38.059855, 38.05963, 38.061726, 38.061478, 38.063204, 38.064649, 38.066024, 38.066627, 38.069504, 38.071198, 38.072628, 38.076009, 38.077511, 38.078184, 38.079695, 38.080941, 38.08167, 38.080757, 38.08203, 38.084369, 38.088921, 38.091807, 38.093217, 38.094478, 38.095579, 38.097185, 38.097835, 38.096343, 38.094867, 38.095474, 38.0954, 38.099251, 38.099168, 38.100898, 38.10073, 
38.101708, 38.104978, 38.106118, 38.107564, 38.110312, 38.110583, 38.109368, 38.108462, 38.108578, 38.106579, 38.10582, 38.104053, 38.102219, 38.100462, 38.098126, 38.095427, 38.095234, 38.096437, 38.09625, 38.095388, 38.095541, 38.094893, 38.094854, 38.095398, 38.092788, 38.093211, 38.09442, 38.092733, 38.091796, 38.090051, 38.088276, 38.086533, 38.084515, 38.083564, 38.081617, 38.079899, 38.077529, 38.077266, 38.07735, 38.077107, 38.075331, 38.072494, 38.072056, 38.072133, 38.074326, 38.074685, 
38.07211, 38.06971, 38.064519, 38.062306, 38.053529, 38.04697, 38.045187, 38.041905, 38.040378, 38.039425, 38.035237, 38.032344, 38.032008, 38.03132, 38.030644, 38.030593, 38.030926, 38.033191, 38.031716, 38.024019, 38.021374, 38.019684, 38.014859, 38.01331, 38.00975, 38.008107, 38.000064, 37.990197, 37.981214, 37.979742, 37.976924, 37.975171, 37.973813, 37.97229, 37.970717, 37.968079, 37.968305, 37.967977, 37.966732, 37.962764, 37.960385, 37.95675, 37.953173, 37.946991, 37.943433, 37.940746, 37.932588, 
37.928886, 37.925462, 37.92338, 37.921411, 37.917728, 37.914224, 37.911599, 37.909233, 37.905632, 37.900692, 37.905054, 37.908872, 37.909728, 37.911111, 37.913503, 37.915368, 37.91732, 37.918249, 37.918881, 37.921317, 37.92105, 37.922233, 37.920466, 37.92077, 37.921572, 37.921831, 37.920879, 37.921362, 37.918596, 37.920416, 37.919702, 37.920345, 37.916799, 37.914346, 37.982628, 37.991942, 38.014625, 38.018953, 38.039449, 38.04737, 38.048258)))",Yancey Mills - Batesville
